movieId,score
1,3.876304439972862
2,3.231878292283762
3,3.1693773340142126
4,2.919037251515549
5,3.0869564679018024
6,3.8253337772589306
7,3.360439446194176
8,3.122072288520781
9,3.0264864089995673
10,3.4200593214718187
11,3.6402936494027833
12,2.7344332854448363
13,3.2568098892422723
14,3.3916058211687927
15,2.8046805572116127
16,3.76408611288585
17,3.928997264650784
18,3.380950150636869
19,2.65129409036024
20,2.9235616034859637
21,3.5576351134504876
22,3.287434138858852
23,3.1415435654609425
24,3.1700049204077976
25,3.6530108182945336
26,3.5046045372845933
27,3.3377681283379257
28,3.8617201874031104
29,3.8691380807181006
30,3.4196866467853653
31,3.2353016619197814
32,3.8748423132659884
33,3.0642711638698574
34,3.6101634805578104
35,3.3539855209718223
36,3.901960100684367
37,3.0510681520077187
38,2.9690127498294983
39,3.407340529715606
40,3.3927605790141344
41,3.7519916807613085
42,3.0491261894683284
43,3.391343907070035
44,2.6541412451859747
45,3.352174862436329
46,3.234220313661734
47,4.053985474061756
48,2.9691485972893137
49,3.193466747918131
50,4.283971538751163
51,3.0473357627594213
52,3.5138259404125516
53,3.1826970771249243
54,2.9577289892326437
55,3.160222046226596
56,2.9574574536421916
57,3.2753786157337883
58,3.9193334675804534
59,3.173912128666485
60,3.0825359521826
61,3.2617148449246187
62,3.7293915029773044
63,3.112761596179474
64,2.905979822902909
65,2.4712233910824275
66,2.3636554466495463
67,3.1439161571065
68,3.31785341416486
69,3.4907937814943852
70,3.2908542260738325
71,2.6016776995913418
72,3.326204753052081
73,3.661070777899438
74,3.271229243811667
75,2.804646073603295
76,3.0226193334186333
77,3.1610439122181293
78,3.1472285942535967
79,3.1537961134857233
80,3.3642766694326136
81,3.218609210287932
82,3.805548465404106
83,3.329890177970258
84,3.1319739322904563
85,3.441883465710748
86,3.422391242720764
87,2.668917078357511
88,3.1276167672266406
89,3.1285877553996997
90,3.136428038502154
92,2.9062597843012052
93,2.651115928019633
94,3.467209140087647
95,3.1107921003473273
96,3.3123103489727663
97,3.7987100768387903
98,3.0251024796148736
99,3.087311165278754
100,3.2151872901949656
101,3.68936617980256
102,2.60221058277418
103,3.1890615711632595
104,3.3904376004399572
105,3.3136852446102165
106,3.1299846643267144
107,3.1722044071926794
108,3.067995548723288
109,3.050758683335267
110,4.007363169543836
111,4.065309104738906
112,3.3850392628307118
113,3.096953201513944
114,3.2020577882875396
115,3.0839078914348828
116,3.5711906792707953
117,3.4172331149917876
118,3.0286518941897795
119,3.0004471106681154
120,3.0403088614051215
121,3.435668358693227
122,2.891191965497083
123,3.7738817379647123
124,3.1982441127307277
125,3.623966078103985
126,2.582711147580415
127,3.071667490419157
128,3.101752423240172
129,3.0870688363296805
130,3.069564133800302
131,3.103686905860446
132,2.8440374963296184
133,3.0562401069374108
134,3.0939856613833516
135,3.005807474008142
136,3.1203953916194043
137,3.1221833536843877
138,3.104678980973882
139,3.069564133800302
140,3.2757702731535576
141,3.5112738354759574
142,3.066982603595617
143,3.0443579680732493
144,3.408728302378503
145,3.2607020435163854
146,2.993528916788743
147,3.5208047265054967
148,3.0136823742269856
149,3.4480084535487485
150,3.874557353571073
151,3.5044485235068823
152,3.1004912489647625
153,2.910305848408352
154,3.6543052478506635
155,3.272260708997687
156,3.4048151724607547
157,2.840854081623595
158,2.900173209122925
159,3.3460149198852953
160,2.620093892662296
161,3.7217789494630678
162,3.8894610371785867
163,3.41468954088668
164,3.4045737210950975
165,3.497363736840071
166,2.950226318435349
167,3.074953670091064
168,3.0607443981886977
169,2.4174487063049526
170,3.2063525861973297
171,3.406053325633049
172,2.768372711684431
173,2.55556201207125
174,2.6161638426143865
175,3.471145188565559
176,3.666939048216135
177,2.9192000263727906
178,3.2133938388143917
179,2.867328913445598
180,3.5396935673488126
181,2.191289622100398
182,3.069150533594108
183,3.1996147151932033
184,3.093351044813221
185,3.124019730448115
186,2.874510182623448
187,3.276901105364287
188,3.278488466009043
189,3.047224733220542
190,3.3450377479335636
191,2.803896120860065
192,3.059863162614407
193,2.3115704987358177
194,3.75874522182886
195,3.0875436752584076
196,2.844938327588182
197,3.068999809274172
198,3.39191790082688
199,3.5442717090773055
200,3.000979556145654
201,3.0560276599568352
202,3.052388121834392
203,3.152911718587375
204,2.943651761235333
205,3.3416679728629424
206,3.3226123911530827
207,3.3470162025264973
208,2.8705043862280895
209,2.9417159205054473
210,3.0115069496975657
211,3.297730033894673
212,2.8720660552965325
213,3.7631222119550882
214,3.601194607230634
215,3.8153580695689775
216,3.228138385844729
217,2.8593499774439053
218,3.2565632772904545
219,3.3272772750445174
220,2.883237769494929
222,3.4857572645861556
223,3.8342227358175633
224,3.4065467647963943
225,3.272892864283289
226,3.0417218420826004
227,3.0700086968675757
228,2.923724737361619
229,3.440369496223207
230,3.5314844823727105
231,2.9553064408517327
232,3.9195355214797947
233,3.446173393784046
234,2.74081249739088
235,3.6408538631998093
236,3.2881448040174575
237,3.2033593683128885
238,3.117273255831038
239,3.08424482313344
240,2.9883602754981657
241,3.031960464070756
242,3.2478957434819855
243,2.8555018775665943
244,2.8610555938457543
245,3.025512061492903
246,3.943207952723858
247,3.7638228449953326
248,3.028187419307921
249,3.6000980071699824
250,3.0527773782316476
251,3.055777265681135
252,3.2005582608922643
253,3.4904231644306924
254,2.979793630626067
255,2.5923376004579977
256,2.712853988480364
257,3.3556886238211963
258,2.7505492716255255
259,3.061918335377677
260,4.12403516772077
261,3.5679478001278815
262,3.669040818327041
263,3.276740716452897
264,3.1331549201376805
265,3.8652439556701186
266,3.4804102869394296
267,2.9287106388878477
268,3.178249253001855
269,3.2630368109890995
270,3.132014696395505
271,3.230990905229083
272,3.6923160368709858
273,3.114349933748965
274,2.9269134149087086
275,2.8178277688650937
276,2.985860182966202
277,3.3728289526202113
278,3.06022624273748
279,3.4105151644630776
280,3.6375451084709796
281,3.5651665889524438
282,3.366164029060835
283,3.072598092414421
284,3.0605187165633985
285,2.993169419323296
286,2.937401529843895
287,3.124262694277097
288,3.2402989336139303
289,3.298801848918377
290,3.853794781802764
291,2.686538151616662
292,3.412709591715454
293,4.059945106214432
294,3.1224739071382426
295,2.977768619014589
296,4.159597877335691
297,3.071008353164471
298,3.1737238444321716
299,3.585275691592873
300,3.6403105856526494
301,3.2478688663011948
302,3.5304924839759604
303,3.043746387908433
304,3.1352731447684343
305,2.7662086845144014
306,3.981704390238389
307,3.8944293449673038
308,3.796442929033093
309,3.2826079860925836
310,2.9894096519033067
311,3.0357318357802314
312,2.7747321587206075
313,3.0496658230599163
314,3.7402561918080663
315,2.9024919214313636
316,3.361539215478878
317,3.1328714839737066
318,4.416914646280771
319,3.695462321033535
320,3.1182088525417955
321,3.453246779060393
322,3.5766504953514215
324,3.2977508732874945
325,2.8190045836456576
326,3.742166777328822
327,2.8397821909289163
328,3.149894745900859
329,3.336076895771092
330,2.8829940141404276
331,3.1663841236254218
332,2.8394100611627064
333,3.3420615701506047
334,3.5895918829858355
335,3.138249062885679
336,3.0293958230510576
337,3.7212809957422492
338,2.999971122286103
339,3.496284850758384
340,3.2791194611517405
341,3.2335887920837254
342,3.4584355019192885
343,2.8283658104858733
344,2.988817974675871
345,3.58830419606938
346,3.2800582347976377
347,3.3331823954897084
348,3.6496203896890846
349,3.655350142568641
350,3.4446005291871282
351,3.2656149990104857
352,3.2106337987783444
353,3.498077931411197
354,3.1099992988875664
355,2.4622794234591447
356,4.046251378343579
357,3.6349797488183677
358,3.196162894940715
359,3.13505873353509
360,2.813653854626238
361,3.2998366803500088
362,3.3455732664311126
